"","Intercept_survG","b_NK_survG","b_z_survG","b_zNK_survG","v_Intercept_survG.1","v_Intercept_survG.2","v_Intercept_survG.3","v_Intercept_survG.4","sigma_stream_G","Intercept_growG","b_NK_growG","b_z_growG","b_zNK_growG","v_Intercept_growG.1","v_Intercept_growG.2","v_Intercept_growG.3","v_Intercept_growG.4","sigma_growG","Intercept_recrG","b_NK_recrG","b_z_recrG","b_zNK_recrG","v_Intercept_recrG.1","v_Intercept_recrG.2","v_Intercept_recrG.3","v_Intercept_recrG.4","Intercept_survK","b_NG_survK","b_z_survK","b_zNG_survK","v_Intercept_survK.1","v_Intercept_survK.2","v_Intercept_survK.3","v_Intercept_survK.4","sigma_stream_K","Intercept_growK","b_NG_growK","b_z_growK","b_z2_growK","b_zNG_growK","v_Intercept_growK.1","v_Intercept_growK.2","v_Intercept_growK.3","v_Intercept_growK.4","sigma_growK","Intercept_recrK","b_NG_recrK","b_z_recrK","b_zNG_recrK","v_Intercept_recrK.1","v_Intercept_recrK.2","v_Intercept_recrK.3","v_Intercept_recrK.4","lp__"
"5451",0.185994,-0.117836,-0.00225671,0.0112057,-0.0536023,0.15256,1.43944,0.566166,0.616585,19.2953,0.551705,0.722265,-0.0167085,0.486464,1.69609,-0.570754,-0.386149,0.958987,0.791867,0.431918,0.150638,0.0311859,-0.354984,-0.310444,-0.731375,-0.204922,1.54947,-0.352283,0.0116362,0.000292083,-1.40265,-2.13464,-1.92216,-0.699112,1.57117,23.3684,-1.15057,0.687731,0.00216379,0.0158162,0.724103,3.02333,-0.156721,-0.988545,2.12048,-0.553102,-1.93319,0.0717711,0.0154478,-0.970208,-1.14196,-3.27161,0.558463,-536.1
"5452",0.761941,-0.27567,0.0850257,-0.017697,-0.513156,-0.382941,0.509497,0.109278,0.704186,18.9805,0.57541,0.726304,-0.0162461,0.900081,1.79442,-0.207537,-0.289308,0.968971,1.01008,0.389455,0.118516,0.0720393,-0.551268,-0.370887,-0.686619,-0.488349,1.5816,-0.506309,0.011468,-0.00504264,-1.66466,-1.43047,-1.5068,-0.672373,2.38348,26.0263,-1.41829,0.619764,0.00298571,0.0188733,-1.89654,0.701211,-2.44179,-3.90261,1.76155,-1.35784,-1.07276,0.0690717,0.00818871,-0.461329,-0.403847,-2.33096,1.25064,-541.412
"5453",0.731999,0.0740673,0.0586441,0.0365091,-0.623611,-0.376899,0.688357,-0.713808,0.699865,19.7239,0.694222,0.713938,-0.00722054,-0.0631195,1.09523,-1.24732,-0.732301,0.977142,0.662034,0.249558,0.115221,0.0759745,-0.239192,0.0466634,-0.346538,-0.0664322,1.80312,-0.101864,0.0263634,-0.014197,-2.44309,-2.7175,-2.12,-1.11224,3.03008,22.6057,-1.56859,0.74554,0.0014968,0.0265545,2.28602,3.82378,1.41554,-0.687913,1.92044,-0.361293,-2.11628,0.0669154,0.0210699,-1.58455,-1.54584,-3.25619,0.783806,-538.66
"5454",0.453163,-0.102558,-0.0313511,0.0896425,0.0526214,-0.693311,1.17116,-0.512811,0.640923,19.4311,0.790091,0.720879,-0.0438193,0.390207,1.06803,-1.04692,-0.410634,1.14835,0.633144,0.480423,0.132126,0.0391945,-0.253858,-0.0280098,-0.2873,-0.0357566,1.72347,-1.05323,-0.00350758,0.0211876,-2.00666,-1.3665,-1.55093,-0.524748,1.62208,24.4372,-0.445691,0.759727,0.00174149,-0.00456167,-0.98081,0.970949,-1.84069,-2.46318,1.82417,-0.45201,-1.48177,0.0699916,0.0123611,-1.25322,-1.63342,-3.58967,0.461677,-543.284
"5455",0.651644,-0.167702,0.0334311,0.0155077,-0.382359,-0.985838,0.97362,-0.109646,0.624485,19.808,0.409066,0.681844,0.00468083,0.126168,1.52814,-1.1853,-0.608235,1.04492,0.995011,0.511868,0.101234,0.0893199,-0.74315,-0.298597,-0.881467,-0.395077,1.4289,0.224586,0.0174095,-0.0165409,-1.98408,-1.77293,-2.09495,-1.10142,2.46964,25.4259,-1.10537,0.602103,0.00278947,0.0339629,0.888735,2.23142,-0.642234,-3.03568,2.12076,-1.59259,-0.971006,0.079828,-0.00454655,-0.328753,-1.10908,-2.73124,1.69203,-549.626
"5456",0.361957,-0.0523221,0.017549,0.0569073,-0.403305,-0.0621278,0.880001,-0.121153,0.676643,19.9789,0.622692,0.746604,-0.0353948,-0.25882,0.793603,-1.3243,-0.937954,1.0739,1.12378,0.334321,0.126537,0.0570848,-0.812372,-0.4917,-0.943089,-0.6416,1.81671,-0.31804,0.00719059,0.00776252,-1.84072,-1.71046,-2.15924,-1.0043,2.64085,23.1066,-1.46998,0.73346,0.00179387,0.0297302,0.768543,2.52234,0.439138,-0.84385,1.98424,-0.291471,-0.993928,0.0765867,-0.00826095,-1.35056,-2.21294,-3.46616,-0.0870208,-538.567
"5457",0.182999,-0.193026,0.0503326,0.0515223,0.119013,-0.0901192,1.10477,0.0961411,0.869852,19.3369,0.60364,0.708398,-0.0144724,0.461702,1.49444,-0.62304,-0.433044,1.02699,0.837238,0.570727,0.148071,0.0200349,-0.791001,-0.126308,-0.63784,-0.393697,1.76452,-0.31148,0.0131808,-0.0156426,-1.80126,-1.35314,-1.55653,-1.36766,1.65971,24.9019,-0.585836,0.749467,0.00124259,0.0412637,-0.0716517,0.235822,-1.7456,-3.07688,2.04299,-1.09941,-1.9014,0.0826592,0.0181978,-1.52821,-1.4079,-3.26603,1.1387,-542.082
"5458",0.458887,0.301122,-0.0307837,0.0454557,-0.394165,-0.545877,0.699186,-0.0488663,0.879759,19.718,0.496206,0.729178,-0.0138422,0.00500576,1.52978,-0.762918,-0.91197,1.13192,0.72651,0.434653,0.151039,0.0204126,-0.446081,-0.0581736,-0.631619,0.181432,2.46029,0.0708171,0.027566,-0.00964738,-3.86998,-3.4357,-3.09543,-2.69094,1.93554,22.4162,-0.621059,0.72314,0.00192311,-0.00871394,1.75091,3.10789,0.635643,-0.809621,2.05774,-0.582033,-1.61916,0.077145,0.012875,-1.69386,-1.86052,-3.49313,0.631242,-548.16
"5459",0.158339,0.378975,0.0658565,-0.00788021,-0.232175,-0.649842,1.31673,-0.337089,0.656769,18.9825,0.630032,0.728332,-0.013272,0.712911,1.66496,-0.528406,-0.128026,1.04695,1.11734,0.385271,0.133132,0.0774185,-0.768789,-0.751919,-0.819543,-0.55168,1.61975,0.633884,0.0162409,-0.0169906,-1.92852,-2.29488,-2.12239,-1.85552,1.93234,24.2867,-0.794624,0.780524,0.00125744,0.0161912,0.297656,1.39825,-1.19641,-2.76903,1.87942,-1.21832,-1.69839,0.0813832,0.00545869,-0.929135,-1.07702,-3.11014,1.22632,-542.52
"5460",0.481703,-0.401768,-0.0320049,0.104184,0.115145,0.0537384,0.697044,0.967605,0.522552,19.2622,0.652039,0.742724,-0.0435619,0.496552,1.77302,-0.759729,-0.212498,1.12861,0.733308,0.498834,0.133049,0.0622297,-0.372796,-0.182976,-0.646645,-0.336066,2.07274,-0.543927,-0.0113999,0.0225568,-1.24464,-1.74849,-2.16202,-1.33342,1.79854,24.5462,0.171972,0.714413,0.00215481,-0.000831202,-0.982994,0.784369,-2.18325,-3.16942,2.04373,-0.575995,-1.3257,0.0724115,0.00713321,-0.770306,-1.36805,-3.56964,0.619897,-546.361
"5461",0.0690733,0.231254,-0.0175202,0.142671,-0.303084,0.310108,1.89825,0.176097,1.19358,19.4835,0.662624,0.669195,0.0566995,0.232811,1.64201,-1.16285,-1.00076,1.03308,1.2734,0.438515,0.136585,0.0610554,-0.917036,-0.843089,-0.992754,-0.800509,1.57531,-0.507325,0.00585859,0.00476159,-1.78508,-0.955554,-1.56635,-0.798719,1.70702,23.3677,-1.26049,0.732449,0.00177337,0.00775405,1.97181,3.40402,-0.0604602,-1.18738,1.83943,-0.34702,-1.53279,0.0847462,0.00599285,-1.99687,-2.13297,-3.70675,0.193522,-548.259
"5462",1.07306,-0.192776,-0.0496351,0.15534,-0.649468,-0.817015,0.411678,-0.0196145,0.641006,19.3051,0.542428,0.701081,0.00179022,0.428179,1.4907,-0.859132,-0.521152,1.00872,1.11917,0.199692,0.112946,0.0782744,-0.744479,-0.474054,-0.640778,-0.231142,1.44042,-0.807884,0.0105199,0.00868597,-2.08337,-1.43756,-1.70993,-0.769091,1.41233,23.2741,-0.759305,0.804937,0.00119151,0.0298194,1.38816,1.35151,-1.06736,-1.39502,2.24404,-1.15384,-1.56047,0.0710884,0.0099851,-0.918277,-0.799689,-2.39967,1.25226,-540.722
"5463",0.756853,-0.388932,0.00789438,0.0371397,-0.494355,-0.649136,0.903272,-0.111009,0.523474,19.392,0.895291,0.760145,-0.0197357,0.405333,1.52495,-1.08663,-0.814627,1.09202,0.890263,0.360215,0.127683,0.0490707,-0.501532,-0.251882,-0.601845,-0.316951,1.69796,-0.747689,-0.00393453,0.00715161,-1.6263,-1.1086,-0.9762,-0.627783,2.1701,23.1778,-1.1123,0.769875,0.00142159,0.0105127,0.386383,2.35044,-0.0322699,-1.84816,2.08577,-0.620921,-1.84767,0.0654855,0.0121602,-0.718674,-1.25603,-3.30724,1.0201,-541.154
"5464",0.716561,0.118507,-0.0398141,0.134627,-0.537333,-0.690156,0.655863,0.01172,0.750765,19.527,0.342673,0.705215,-0.0484582,0.0105456,1.45342,-0.797052,-0.76291,1.10411,0.802133,0.25378,0.142166,0.0597453,-0.400124,-0.251865,-0.387098,-0.155997,1.86107,-0.71827,-0.000190889,0.00579764,-2.17252,-2.35602,-1.49909,-0.88556,1.87076,22.8009,-1.06366,0.649828,0.00253032,0.0265289,1.35802,4.16872,0.692238,-0.743217,1.85637,-0.158077,-1.40223,0.0642173,0.00811633,-1.56375,-1.22068,-2.79142,0.454199,-545.368
"5465",0.48925,-0.0222097,-0.0630581,0.087706,-0.226572,-0.2832,0.891517,-0.215917,0.866239,19.7031,0.764309,0.722649,0.0133208,0.0845262,1.10755,-1.21606,-0.609019,1.00955,0.955736,0.409843,0.115108,0.072317,-0.584401,-0.336554,-0.704854,-0.317519,1.68965,-0.492146,-0.000733586,0.00894595,-1.34565,-1.76793,-1.60575,-1.51783,1.63689,25.1315,-1.87067,0.755844,0.00159606,0.0297283,-1.89825,1.0588,-1.53215,-3.03758,2.00141,-1.61583,-1.45116,0.0742005,0.00859659,-0.609133,-0.285668,-2.89797,1.36504,-539.245
"5466",0.603899,0.182683,0.0269625,0.0364611,-0.559654,-0.373335,0.699213,-0.443566,0.796204,19.174,0.371314,0.673311,0.0404967,0.855976,1.80925,-0.528033,-0.467083,1.04491,1.11774,0.225496,0.158741,0.055282,-0.823684,-0.356314,-0.796349,-0.314073,1.69196,-0.273518,0.00325332,-0.000135854,-1.08381,-1.58816,-1.91625,-1.75665,2.3105,24.3083,-1.1612,0.764411,0.00131268,0.0288782,0.373736,1.2903,-1.86018,-2.24335,2.00491,0.159659,-1.01204,0.0841792,0.000630431,-2.55712,-3.03703,-4.90415,-0.326647,-547.897
"5467",0.375542,-0.0732015,0.0124407,0.0487028,-0.116221,0.0211547,0.706754,-0.144186,0.608713,19.6855,0.477674,0.680711,-0.00825001,0.1272,1.2013,-0.743085,-1.14447,1.07765,0.646437,0.452588,0.15144,0.0568727,-0.498501,-0.218068,-0.539664,0.0156647,1.7152,-0.391036,0.0072794,-0.00236184,-0.98583,-2.10757,-1.60543,-1.48122,1.90504,23.8192,-0.368006,0.670278,0.00238491,0.022379,-0.329773,1.78173,-0.99729,-1.6403,1.90798,-0.727939,-1.2408,0.0858844,0.00366183,-1.48981,-1.83265,-4.12261,0.188964,-546.839
"5468",0.207623,0.172024,-0.0371122,0.134309,0.0508628,-0.156899,1.26301,0.42405,0.79779,19.7505,0.613119,0.691394,0.0118828,0.177315,1.16123,-1.32284,-1.01131,0.99848,0.854191,0.349188,0.141645,0.0625537,-0.593786,-0.398468,-0.741888,-0.255769,1.72092,-0.522298,0.018942,-0.00912022,-2.41847,-2.01788,-1.60443,-0.907428,1.76528,23.5547,-1.78616,0.788547,0.00119363,0.0365651,0.210842,2.33592,-1.10009,-1.35054,1.86105,-0.953963,-1.47531,0.0737217,8.80891e-05,-0.466341,-1.13572,-3.13029,0.964501,-534.816
"5469",0.175256,-0.117968,-0.0141905,0.0679128,0.0699686,-0.201305,0.861747,0.367888,0.60454,19.4725,0.556216,0.688799,0.027792,0.399033,1.43148,-0.925541,-0.662274,0.960158,1.38599,0.0795663,0.14097,0.0696989,-1.0068,-0.605367,-1.00684,-0.641816,1.68095,-0.514573,-0.0155212,0.00891534,-0.356663,-1.42541,-0.806971,-1.10123,1.28145,24.2886,-0.90335,0.781983,0.00150148,0.0252777,-0.534854,0.630369,-1.75567,-2.49966,1.90312,-0.628851,-2.30823,0.0631812,0.0223634,-0.53565,-1.08965,-2.712,0.818247,-543.999
"5470",-0.445077,0.00595313,-0.0202773,0.0708484,0.754502,0.688779,1.64601,0.132481,1.09007,19.2952,0.658294,0.739129,-0.0513715,0.556632,1.54981,-0.561879,-0.51531,1.04153,1.06763,0.34153,0.0955384,0.081516,-0.698686,-0.409006,-0.785095,-0.176853,1.68604,-0.86556,-0.00032485,-0.000381753,-1.72584,-2.02453,-1.52022,-0.767543,1.53637,25.2515,-0.549404,0.688254,0.0020562,-0.0176644,0.370231,1.22615,-1.92696,-3.32635,2.10811,-0.880182,-2.08719,0.0669322,0.0175604,-0.81771,-0.881963,-2.55672,1.36968,-549.572
"5471",0.0759059,0.136866,-0.069607,0.171882,-0.0642758,0.112502,0.806612,0.39797,0.923504,19.2383,0.632865,0.71399,-0.0258136,0.467523,1.48522,-0.604894,-0.282844,1.00862,0.684245,0.587303,0.147372,0.0543337,-0.523039,-0.305923,-0.631095,-0.0375462,1.50079,-0.344561,-0.0010018,-0.00539915,-1.67505,-1.488,-1.19119,-0.926973,2.19019,23.3216,-1.13133,0.785386,0.00152232,0.0113157,1.68943,2.19421,-1.01684,-1.87878,1.95676,-1.04613,-2.06936,0.0556977,0.0168962,0.0874001,-0.0592696,-2.09087,1.32918,-545.949
"5472",0.823646,-0.313951,0.0889847,0.0329667,-0.524067,-0.412466,0.593143,0.106178,0.589269,20.0283,0.589963,0.734054,-0.0442164,-0.112925,0.77635,-1.27204,-0.945532,1.02086,0.76935,0.231596,0.0919836,0.119891,-0.401029,-0.230713,-0.293577,-0.170568,2.12263,-0.737428,0.0206282,-0.0121094,-1.63425,-1.87087,-2.16249,-1.23758,1.805,23.369,-0.218414,0.836377,0.00088133,0.0135244,-0.984713,1.70425,-1.26896,-2.42852,2.39752,-1.57265,-1.21494,0.0796562,0.00293601,-0.582243,-0.642889,-3.25642,1.41956,-546.881
"5473",0.555343,-0.157582,0.0115857,-0.0251429,-0.250352,-0.736783,0.381876,-0.310684,0.733177,19.1803,0.64683,0.671557,-0.0205201,0.480676,1.49747,-0.372468,-0.391284,1.11539,1.12318,0.0511445,0.0722967,0.127609,-0.632007,-0.36692,-0.699468,-0.228924,1.45292,-1.23781,-0.00149453,0.00417364,-1.14441,-0.944275,-1.12252,-0.072992,2.36467,23.4796,-0.884015,0.722359,0.00184711,0.0241954,-0.550878,3.32419,-0.37642,-1.62083,2.05452,-0.605256,-1.4142,0.0763143,0.00288119,-1.04754,-1.60024,-3.29555,0.39666,-553.659
"5474",0.256692,0.211087,-0.0259021,0.0743289,-0.250368,-0.501172,0.468531,-0.0541344,0.582108,19.6563,0.596806,0.764288,-0.0934098,0.223574,1.2066,-1.18572,-1.14344,1.01988,1.05477,0.262424,0.139211,0.0855649,-0.683689,-0.469868,-0.721991,-0.449425,2.0989,-0.0377779,-0.0165936,0.00597351,-1.43567,-1.73994,-1.77756,-1.43532,1.45231,24.3728,-1.66363,0.777101,0.00129132,0.0261765,0.371379,1.90268,-1.10484,-1.6182,1.85207,-0.956285,-2.05275,0.0625215,0.026856,-0.648502,-0.860743,-3.12877,1.17079,-545.937
"5475",0.315431,-0.0397375,0.00694159,0.0219919,-0.0791908,-0.220627,1.07301,0.69343,1.21118,19.1073,0.610734,0.738019,-0.0440731,0.622803,1.96632,-0.579804,-0.0111517,0.992612,0.748832,0.476744,0.116608,0.0505885,-0.429975,-0.0573697,-0.54381,-0.0609569,1.46493,-0.155515,0.00447965,-0.00700611,-0.923741,-2.11737,-1.29543,-1.03494,1.25145,23.8663,-0.926483,0.700895,0.00199872,0.0506552,0.19636,1.64329,-0.90438,-2.05805,1.77266,-1.25386,-1.71257,0.0589267,0.0219418,-0.375916,0.0390676,-2.09147,1.44977,-538.63
"5476",0.0854149,-0.128399,0.02921,-0.0099765,0.170436,0.406982,1.2863,0.396337,0.616752,19.9907,0.601301,0.720349,0.00435995,0.0587941,0.609616,-1.38823,-1.1162,1.01633,0.636738,0.343906,0.127892,0.051131,-0.356378,0.0422534,-0.436009,0.217656,1.47972,-0.838797,-0.00214995,0.00254882,-1.17111,-1.32949,-0.950511,-0.813813,2.40885,24.7649,-1.96028,0.687843,0.00181205,0.0671493,0.599901,2.13222,-0.642879,-2.37301,1.98122,-1.39068,-1.99063,0.06247,0.0272875,-0.0432353,-0.243189,-2.55605,1.67468,-542.181
"5477",0.792386,0.332247,0.0787,-0.0538913,-0.902527,-0.741831,0.229321,-0.586404,0.790759,19.3269,0.732832,0.682387,0.00508405,0.383274,1.70536,-0.780455,-0.680703,0.998777,0.72378,0.293273,0.136257,0.0492696,-0.443698,0.181851,-0.459223,0.0480499,2.05655,-0.595824,-0.00298182,0.0074136,-2.19323,-1.76687,-1.32573,-0.943599,1.87875,22.9303,-0.809124,0.75572,0.00154047,0.0308783,0.983236,2.3531,0.258379,-0.777451,1.99992,-1.38164,-0.96702,0.0746686,-0.00267713,-0.245404,-0.687659,-2.80194,1.11607,-539.858
"5478",0.755696,0.0542003,0.00501089,0.0403794,-0.833857,-0.283581,0.446633,-0.232017,0.808782,19.2712,0.621743,0.690988,0.0102293,0.663853,1.45412,-0.62917,-0.622145,1.07777,0.647088,0.0897285,0.117391,0.0915171,-0.186183,-0.0152709,-0.166683,0.342557,2.12796,-0.916184,-0.0167813,0.016404,-0.69968,-2.04726,-1.38546,-1.48945,4.37057,23.6083,-1.30634,0.632599,0.00278976,0.0463931,0.953005,2.8269,-0.394036,-1.55473,2.03432,-1.48902,-1.54874,0.0821877,0.00319216,-0.571217,-0.694159,-2.49962,1.39828,-551.142
"5479",0.747248,0.226988,-0.00390873,0.073071,-0.567247,-0.873118,0.4566,-0.499269,0.646055,19.4049,0.753165,0.658098,0.00249524,0.325222,1.34509,-0.962639,-0.376707,1.01938,0.722732,0.210668,0.107698,0.0894907,-0.387837,0.0161312,-0.309769,0.120354,1.81511,-0.512777,-0.0130031,-0.00251083,-1.62201,-1.43117,-1.71114,-1.12495,1.45242,22.8091,-0.898543,0.74452,0.00171351,0.012244,1.22659,2.22778,0.170654,-0.939116,1.99448,-1.21244,-1.0144,0.0677631,0.0104787,-0.991683,-0.606084,-3.48813,1.11877,-543.511
"5480",0.0866877,0.0115604,0.0510463,0.057746,0.0448715,0.0326462,1.04517,0.460552,0.560482,19.4626,0.514012,0.724245,-0.0410848,0.276138,1.44361,-0.729439,-0.290458,0.992836,0.662405,0.380299,0.150638,0.0342213,-0.197368,-0.108284,-0.355101,0.0254698,1.55365,-1.06126,-0.0157073,0.0239223,-0.94675,-0.99477,-1.19979,0.0829678,1.35785,23.1131,0.218808,0.741285,0.00169845,-0.00693523,0.451967,2.60907,-0.328864,-1.89273,2.09859,-1.66087,-1.38927,0.0762833,0.0141083,-0.586513,-0.745668,-2.06861,1.68456,-541.071
"5481",-0.446298,0.058106,0.00250909,0.042184,0.80414,0.223758,1.78344,0.490341,0.933379,19.9307,0.609017,0.748671,-0.0012488,-0.0244779,1.21222,-1.35839,-0.584986,1.14845,0.793278,0.369316,0.131898,0.0465323,-0.365831,0.0482515,-0.589227,-0.216305,1.42301,-0.173566,0.0120969,-0.0123414,-1.36543,-2.24335,-1.18231,-0.766136,1.29567,22.7457,-1.25482,0.852807,0.000322898,0.0199529,2.03728,3.56765,0.307299,-0.885593,1.89224,-1.19927,-0.992745,0.0629611,-0.00258341,0.114108,-0.418405,-1.84893,1.24918,-553.291
"5482",0.766047,-0.0343507,-0.0132131,0.0309749,-0.3446,-1.18329,0.361381,0.485367,0.669514,19.9263,0.694781,0.678027,0.0258465,-0.0736166,1.01709,-1.52392,-1.20293,1.05857,0.720944,0.472991,0.145273,0.0406375,-0.387962,-0.0864456,-0.574635,-0.306274,1.66853,-0.446741,0.00874246,-0.0123163,-1.2097,-1.64086,-1.66036,-1.17509,1.745,23.273,-0.274884,0.750561,0.00187951,-0.0246567,0.33456,2.51233,-0.712128,-1.84394,1.8541,-1.37537,-1.18819,0.0766335,0.0118967,-1.04841,-0.49919,-3.38921,1.19563,-539.627
"5483",0.427294,0.0767246,0.0121048,0.0484588,-0.357901,-0.308413,0.681696,-0.0111608,0.582751,20.1199,0.346712,0.696358,-0.0166085,-0.222863,1.04009,-1.38395,-1.07632,1.04533,0.6109,0.346707,0.144098,0.027463,-0.12728,-0.023283,-0.308305,0.140519,1.43487,-0.101926,0.0187318,-0.0138951,-1.84064,-1.42221,-1.75813,-1.07274,1.1615,23.6868,-1.32638,0.825809,0.000731406,0.0444256,0.689734,1.37645,-0.249643,-1.69898,1.97565,-1.71587,-1.42336,0.0701074,0.0072396,0.0463137,-0.390851,-1.78907,1.74273,-542.344
"5484",-0.223681,0.144448,-0.0198544,0.0736639,0.365151,0.226614,1.50941,0.543361,0.732832,19.9278,0.70344,0.673383,0.0480247,-0.0501968,1.06135,-1.30184,-1.09348,1.04652,0.789849,0.491938,0.142893,0.0453875,-0.500611,-0.252804,-0.47856,0.00532514,1.83795,-0.281993,0.00769635,-0.00318796,-2.13487,-2.13911,-1.71629,-1.48539,2.02773,23.078,-1.44039,0.748838,0.00149418,0.0562124,0.310976,2.29043,-0.0712166,-1.07984,2.01522,-1.18538,-1.8045,0.0711437,0.0235203,-1.06855,-0.85242,-2.42506,1.40799,-536.492
"5485",-0.0662824,-0.300841,-0.0259591,0.0671523,0.527039,0.774554,1.47819,1.11366,1.00548,19.9502,0.299144,0.709061,-0.0149359,0.0944481,0.884179,-1.08602,-1.11709,1.04562,0.92554,0.513435,0.117813,0.0661748,-0.578734,-0.346112,-0.703452,-0.19645,1.54293,-0.261383,0.0165109,-0.0187529,-1.01042,-0.730146,-1.81795,-1.00949,1.09857,23.0886,-0.857364,0.77052,0.00165691,0.00893266,1.39062,1.118,-0.411608,-0.583669,1.86765,-1.32245,-1.37572,0.065293,0.00713936,0.215479,-0.263966,-2.11889,1.5316,-549.92
"5486",0.413625,-0.0761598,0.00431656,0.130502,-0.470902,-0.394125,1.51846,0.449245,0.691333,19.6355,0.725374,0.735842,-0.0114669,0.331197,0.797991,-1.00938,-0.48787,1.03142,0.938751,0.384594,0.134994,0.0423345,-0.738999,-0.321563,-0.640406,-0.114392,1.48974,-0.0417282,0.000600679,0.00289496,-0.79483,-1.41414,-1.90049,-1.36116,2.52467,21.723,-1.67692,0.692907,0.00206598,0.037453,2.70479,4.48438,1.8975,0.568018,2.00302,-1.74987,-1.97536,0.0950436,0.00879082,-0.98987,-1.73132,-2.74844,1.87943,-562.21
"5487",0.871752,-0.0494128,-0.0194434,0.0545882,-0.779084,-0.849951,0.783145,-0.240195,0.785594,19.3735,0.68326,0.714308,0.0562449,0.577986,1.80671,-1.09842,-0.697109,0.995116,0.707257,0.417532,0.113671,0.0592386,-0.343521,-0.0199421,-0.5468,-0.0986156,2.20381,-0.833142,-0.001824,0.0172378,-1.95393,-1.80104,-1.779,-1.65151,2.15787,23.3762,-0.716955,0.793837,0.00107646,-0.000685635,0.950644,3.24065,-0.00363465,-1.44266,2.1209,-0.00973175,-0.908426,0.0971244,-0.00534491,-2.89784,-2.85329,-5.18887,-0.720575,-549.198
"5488",-0.306682,0.0153302,-0.0389553,0.0776497,0.269868,0.23284,1.27026,0.900343,0.855336,19.9272,0.650021,0.760967,-0.0409872,-0.167605,0.929702,-1.32262,-1.17228,0.943036,0.743345,0.434051,0.153477,0.0117823,-0.545885,-0.113055,-0.520311,-0.120385,1.46412,-0.584209,-0.00410373,0.000780227,-0.272642,-1.09611,-1.26761,-0.462241,1.54923,24.9887,-1.29772,0.769187,0.00146292,0.0298258,-0.648056,0.607635,-1.76368,-2.82507,1.85942,-0.638746,-1.64063,0.0668017,0.0118743,-0.6184,-0.899852,-2.80764,0.866544,-538.047
"5489",0.206941,0.0849476,-0.0610834,0.168472,-0.0190234,0.0702237,0.927452,-0.473708,0.831907,19.4727,0.629967,0.713197,-0.0061297,0.363868,1.80566,-0.760631,-0.717137,1.06996,0.873688,0.261708,0.086625,0.0966854,-0.529637,-0.0949178,-0.644682,-0.102775,2.22051,-1.20627,-0.0163518,0.0255862,-1.88479,-2.03527,-1.3206,-1.19084,2.66942,24.3755,-0.659189,0.71115,0.00201586,0.0421547,-1.44151,1.46425,-1.36096,-2.67209,1.99791,-1.52051,-1.73058,0.0727963,0.0112044,-0.343189,-0.178884,-2.62104,1.47629,-545.784
"5490",-0.00563702,-0.0945545,0.0158504,-0.0147466,0.471412,-0.274892,1.34703,-0.271934,0.653465,19.1234,0.887437,0.715865,-0.00289334,0.478248,1.49095,-0.687558,-0.434828,1.03706,0.763184,0.381951,0.0934222,0.0715847,-0.368311,0.112601,-0.618253,-0.13283,1.88177,-0.573054,0.00470825,0.0109436,-2.02676,-1.65563,-2.03187,-1.17857,2.53729,23.7615,-0.604198,0.782015,0.00104057,0.0174142,-0.193127,2.65529,-0.13339,-1.9025,2.10948,-0.175014,-2.06568,0.0694805,0.0178143,-1.31844,-1.48913,-3.55159,0.477695,-541.897
"5491",0.985252,-0.0777604,-0.0486219,0.0932305,-0.980487,-1.59196,0.460355,-0.256113,0.806803,19.3132,0.547853,0.734908,-0.0756159,0.413246,1.79679,-0.998042,-0.208189,1.15232,0.97855,0.259777,0.111879,0.0636126,-0.537356,-0.392321,-0.711685,-0.27826,2.18588,-0.672911,0.00686909,0.00410042,-2.23356,-2.26773,-1.97675,-1.35718,1.87667,23.2285,-0.779575,0.769454,0.0015454,0.00767425,-0.210556,2.27327,0.331111,-1.86201,2.19637,-0.706128,-1.82302,0.066907,0.0183284,-1.15456,-0.938199,-2.84807,1.00653,-547.864
"5492",0.602723,-0.0624096,-0.0424419,0.154495,-0.3374,-0.117224,1.02593,0.102537,1.00288,20.6376,0.540048,0.726783,-0.0439458,-0.766459,0.225949,-1.90996,-1.6358,0.965756,1.18997,0.287847,0.1331,0.0582671,-0.87605,-0.583051,-0.84958,-0.717613,2.26762,-0.0586771,-0.00600323,-0.00209755,-2.23398,-1.98281,-2.20804,-2.18728,1.58387,22.001,-1.27049,0.822728,0.000924067,0.0274835,1.98944,2.9178,0.744589,-0.370172,2.16011,-0.81486,-0.794127,0.0756518,0.0016403,-1.60641,-1.20808,-3.36863,0.720441,-543.237
"5493",0.0210064,0.236461,-0.00795264,0.0767753,0.192924,-0.325944,0.489282,0.590068,0.716223,19.841,0.57933,0.759519,-0.034336,-0.0340238,0.906838,-1.06142,-0.950258,1.06048,0.854133,0.218304,0.0985342,0.0841659,-0.463647,-0.293186,-0.304089,-0.000828096,2.07434,0.0403484,0.00444326,-0.0143464,-1.79554,-2.79663,-2.0166,-1.8019,2.03454,22.5924,-0.854074,0.783031,0.00123186,0.0131199,0.980251,2.98737,-0.0697273,-0.896042,2.21106,-0.178477,-1.22938,0.0654902,0.0134261,-1.46341,-1.66522,-3.46105,0.194887,-547.114
